SubmissionId, DateSubmittedUtc, TeamId, TeamName, UserId, UserDisplayName, PublicScore, PrivateScore, IsSelected
2067409,2015-10-22 16:39,229375,"All ones benchmark",44777,"Heikki Huttunen",0.5,0.5,False
2084019,2015-10-27 14:04,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.842028555420252,0.840330315995446,False
2084029,2015-10-27 14:06,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.856042581077115,0.852496577518726,False
2084680,2015-10-27 18:18,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.855220068653027,0.85206282743336,False
2084693,2015-10-27 18:20,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.928667780325171,0.928025091192275,False
2086234,2015-10-28 06:12,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.892188404327309,0.891347650040742,False
2086381,2015-10-28 07:30,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.892188353946503,0.891347542413051,False
2086388,2015-10-28 07:34,231727,"Deep Feature Distances Benchmark",44777,"Heikki Huttunen",0.892188353946503,0.891347542413051,False
2093928,2015-10-30 12:30,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.98300985833251,0.983150400078556,False
2095265,2015-10-30 20:40,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.826339547770402,0.835844671617245,False
2098559,2015-10-31 20:34,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.716864270335126,0.721212046893739,False
2098846,2015-10-31 21:57,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.667426749744579,0.654751334128095,False
2100013,2015-11-01 08:13,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.925198962942793,0.923316328641752,False
2100015,2015-11-01 08:15,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.957450383324655,0.957887187137256,False
2100021,2015-11-01 08:16,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.8689907687215,0.875075616262462,False
2100858,2015-11-01 15:20,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.812642082020626,0.816076065314318,False
2101016,2015-11-01 16:35,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.930536552113009,0.930458255433831,False
2102765,2015-11-02 06:30,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.892188353946503,0.891347542413051,False
2102973,2015-11-02 07:56,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.925765823438574,0.921162924642814,False
2104346,2015-11-02 18:17,232905,"TUT_DeepFace",406780,"Jose",0.894631142816925,0.896954366474848,False
2104851,2015-11-02 21:49,232905,"TUT_DeepFace",406780,"Jose",0.895452597808914,0.897386410870669,False
2105882,2015-11-03 04:38,232905,"TUT_DeepFace",406780,"Jose",0.871891110491903,0.867022653352065,False
2106424,2015-11-03 08:47,232905,"TUT_DeepFace",406780,"Jose",0.716131353351349,0.721693795680383,False
2108922,2015-11-04 00:10,232905,"TUT_DeepFace",406780,"Jose",0.826392396595031,0.829920439175792,False
2111779,2015-11-04 21:19,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.944796476789501,0.945604484828961,False
2111939,2015-11-04 22:07,232905,"TUT_DeepFace",406780,"Jose",0.897895332356607,0.898890288142118,False
2113839,2015-11-05 12:20,232905,"TUT_DeepFace",406780,"Jose",0.897884579953189,0.898441201435892,False
2118557,2015-11-06 20:53,232905,"TUT_DeepFace",406780,"Jose",0.68428874487594,0.70100274603784,False
2118716,2015-11-06 21:55,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.944796485551238,0.9456045607715,False
2121202,2015-11-07 19:30,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.93545319765834,0.936448906665771,False
2121484,2015-11-07 21:37,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.944487822705986,0.945119538407953,False
2122004,2015-11-08 00:07,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.734249220899981,0.722194567571849,False
2123587,2015-11-08 13:04,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.910714129080874,0.908837348497492,False
2126924,2015-11-09 08:57,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.944487822705986,0.945119538407953,False
2128496,2015-11-09 18:56,236190,"Dani Korpi",461807,"Dani Korpi",0.901206001376708,0.900449691731216,False
2129052,2015-11-09 21:13,236190,"Dani Korpi",461807,"Dani Korpi",0.5,0.49999907209282,False
2129138,2015-11-09 21:31,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.939380359018325,0.944265880399461,False
2129392,2015-11-09 22:14,232905,"TUT_DeepFace",406780,"Jose",0.88671985533645,0.887080248173294,False
2129680,2015-11-09 23:09,232905,"TUT_DeepFace",406780,"Jose",0.897761232112824,0.899721315777011,False
2130225,2015-11-10 00:56,232905,"TUT_DeepFace",406780,"Jose",0.896823748068782,0.898703537140808,False
2132193,2015-11-10 10:06,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.940001588938796,0.937762669335237,False
2132195,2015-11-10 10:07,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.992531026677735,0.992413114054556,False
2132197,2015-11-10 10:07,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.867538083818674,0.870979192231987,False
2132199,2015-11-10 10:08,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.983563840608161,0.982815914940161,False
2132200,2015-11-10 10:08,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.983923926524845,0.983005922669316,False
2132205,2015-11-10 10:09,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.946953291004028,0.94494328432775,False
2132206,2015-11-10 10:09,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.96792153564401,0.967718598323467,False
2132652,2015-11-10 12:52,231766,"nobody",48462,"naxeji",0.982454986081478,0.983373854208325,False
2132873,2015-11-10 13:58,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.948211013461405,0.950053304871255,False
2137413,2015-11-11 13:16,232905,"TUT_DeepFace",406780,"Jose",0.719076305505644,0.728194539114943,False
2137536,2015-11-11 13:55,232905,"TUT_DeepFace",406780,"Jose",0.717591301404301,0.728549128407833,False
2139981,2015-11-12 00:55,232905,"TUT_DeepFace",406780,"Jose",0.523324832039148,0.508168382995705,False
2140007,2015-11-12 01:03,232905,"TUT_DeepFace",406780,"Jose",0.703725947855067,0.699665122573813,False
2143787,2015-11-12 18:42,236190,"Dani Korpi",461807,"Dani Korpi",0.819010546918681,0.822946636591301,False
2143795,2015-11-12 18:45,236190,"Dani Korpi",461807,"Dani Korpi",0.819010531038008,0.822946633573755,False
2144519,2015-11-12 21:30,231926,"TUT_Newbie(256481,256311,256275)",412787,"Dingding Cai",0.75022332725178,0.740777713106225,False
2147826,2015-11-13 15:01,232905,"TUT_DeepFace",406780,"Jose",0.672547079056981,0.652902630957985,False
2151365,2015-11-14 11:19,236190,"Dani Korpi",461807,"Dani Korpi",0.878565593504177,0.878964275588178,False
2151410,2015-11-14 11:36,236190,"Dani Korpi",461807,"Dani Korpi",0.878685736410695,0.878911071804533,False
2154203,2015-11-15 02:40,232905,"TUT_DeepFace",406780,"Jose",0.910534472077334,0.913551563321076,False
2155834,2015-11-15 11:42,236190,"Dani Korpi",461807,"Dani Korpi",0.907608950280539,0.907639082863008,False
2155882,2015-11-15 12:05,236190,"Dani Korpi",461807,"Dani Korpi",0.874025828483,0.875238594231587,False
2157272,2015-11-15 20:28,232905,"TUT_DeepFace",406780,"Jose",0.919254928185291,0.922773629177156,False
2158308,2015-11-16 00:13,232905,"TUT_DeepFace",406780,"Jose",0.919219902485241,0.923001767353298,False
2161333,2015-11-16 12:17,236190,"Dani Korpi",461807,"Dani Korpi",0.891541663733548,0.890651178502521,False
2161528,2015-11-16 13:18,239770,"Slytherin",457214,"sakirahassan",0.892188353946503,0.891347542413051,False
2169032,2015-11-17 18:38,236190,"Dani Korpi",461807,"Dani Korpi",0.893233226546731,0.892961097810599,False
2170841,2015-11-17 23:56,232905,"TUT_DeepFace",406780,"Jose",0.69365490900719,0.698206789451047,False
2175944,2015-11-18 12:30,236190,"Dani Korpi",461807,"Dani Korpi",0.927780271914253,0.925420132858198,False
2176138,2015-11-18 13:47,240547,"EetuKoivu",466331,"EetuKoivu",0.681340835197637,0.687504409382432,False
2176238,2015-11-18 14:11,240547,"EetuKoivu",466331,"EetuKoivu",0.675351059027167,0.677360209237661,False
2177546,2015-11-18 20:21,236190,"Dani Korpi",461807,"Dani Korpi",0.924665609408429,0.924825993136741,False
2180010,2015-11-19 09:19,239770,"Slytherin",457214,"sakirahassan",0.894631142816925,0.896954366474848,False
2180691,2015-11-19 13:36,236190,"Dani Korpi",461807,"Dani Korpi",0.932657453830398,0.933739885176061,False
2180944,2015-11-19 15:02,240547,"EetuKoivu",466331,"EetuKoivu",0.693317076149035,0.692011346087676,False
2182184,2015-11-19 20:51,240547,"EetuKoivu",466331,"EetuKoivu",0.901812851753736,0.901307955579262,False
2184275,2015-11-20 08:28,240547,"EetuKoivu",466331,"EetuKoivu",0.897816022429148,0.897556239761958,False
2185249,2015-11-20 13:52,239770,"Slytherin",457214,"sakirahassan",0.5,0.5,False
2185495,2015-11-20 15:07,239770,"Slytherin",457214,"sakirahassan",0.5,0.5,False
2188585,2015-11-21 11:35,240547,"EetuKoivu",466331,"EetuKoivu",0.705173016920944,0.700390960488991,False
2192202,2015-11-22 11:00,240547,"EetuKoivu",466331,"EetuKoivu",0.70073714736939,0.700742284252163,False
2192631,2015-11-22 14:36,240547,"EetuKoivu",466331,"EetuKoivu",0.912151225100568,0.912426927749932,False
2196473,2015-11-23 13:20,240547,"EetuKoivu",466331,"EetuKoivu",0.908358347214175,0.909000414983424,False
2204521,2015-11-25 09:24,243350,"Riku Lehto",474065,"Riku Lehto",0.79472023358177,0.789045388858816,False
2204709,2015-11-25 10:33,243360,"keTUT(228790, 229649)",474101,"valtsul",0.760333634670546,0.760519810182311,False
2204825,2015-11-25 11:16,243360,"keTUT(228790, 229649)",474101,"valtsul",0.894156731896461,0.893653969118813,False
2205208,2015-11-25 13:39,243350,"Riku Lehto",474065,"Riku Lehto",0.795037102011854,0.787244365029471,False
2208862,2015-11-26 06:59,243350,"Riku Lehto",474065,"Riku Lehto",0.795037102011854,0.787244365029471,False
2209059,2015-11-26 08:27,243360,"keTUT(228790, 229649)",474101,"valtsul",0.884972494607089,0.887112765410631,False
2210167,2015-11-26 14:32,240897,"DominikFischer",469157,"DominikFischer",0.649760633731167,0.647970118049358,False
2210239,2015-11-26 14:51,240897,"DominikFischer",469157,"DominikFischer",0.649760633731167,0.647427201318838,False
2210423,2015-11-26 15:56,243350,"Riku Lehto",474065,"Riku Lehto",0.714155131237784,0.70889347330358,False
2212446,2015-11-27 00:09,243350,"Riku Lehto",474065,"Riku Lehto",0.870225938687074,0.875289707080088,False
2212470,2015-11-27 00:13,243350,"Riku Lehto",474065,"Riku Lehto",0.881756755391129,0.879910513335051,False
2216207,2015-11-27 21:16,244712,"ARGwankas",472508,"emrcak",0.896993205863081,0.897469339872128,False
2216503,2015-11-27 22:39,244712,"ARGwankas",472508,"emrcak",0.898548219308048,0.899108107186343,False
2218633,2015-11-28 09:06,244712,"ARGwankas",472508,"emrcak",0.898076912561939,0.898820722765799,False
2218745,2015-11-28 09:48,244712,"ARGwankas",472508,"emrcak",0.900083433527846,0.900832950590412,False
2219386,2015-11-28 13:58,243350,"Riku Lehto",474065,"Riku Lehto",0.88416847251427,0.888304478361574,False
2219408,2015-11-28 14:08,243350,"Riku Lehto",474065,"Riku Lehto",0.894631142816925,0.896954366474848,False
2219835,2015-11-28 15:59,236190,"Dani Korpi",461807,"Dani Korpi",0.932258589123662,0.931538615751731,False
2220242,2015-11-28 17:50,236190,"Dani Korpi",461807,"Dani Korpi",0.926651748055941,0.925619704569412,False
2224670,2015-11-29 12:49,243350,"Riku Lehto",474065,"Riku Lehto",0.897010952323209,0.897581081522013,True
2224704,2015-11-29 12:59,243350,"Riku Lehto",474065,"Riku Lehto",0.897032474653502,0.897959011578186,True
2226393,2015-11-29 20:01,240897,"DominikFischer",469157,"DominikFischer",0.696845685049344,0.709321087382701,False
2226495,2015-11-29 20:25,240897,"DominikFischer",469157,"DominikFischer",0.941869009011632,0.940360643220819,False
2226965,2015-11-29 21:50,244712,"ARGwankas",475220,"Tom Barker",0.892188353946503,0.891347542413051,False
2227329,2015-11-29 22:48,244712,"ARGwankas",475220,"Tom Barker",0.912881711690036,0.914326549889674,False
2230484,2015-11-30 09:26,240897,"DominikFischer",469157,"DominikFischer",0.944350291039562,0.942859309662301,True
2230506,2015-11-30 09:33,240897,"DominikFischer",469157,"DominikFischer",0.940999887323551,0.939607413939132,True
2230894,2015-11-30 11:33,231926,"TUT_Newbie(256481,256311,256275)",457461,"Lingyu Zhu",0.944487822705986,0.945119538407953,False
2231033,2015-11-30 12:11,244712,"ARGwankas",475220,"Tom Barker",0.908980919104315,0.910943525039257,False
2231684,2015-11-30 14:59,244712,"ARGwankas",472508,"emrcak",0.708046402771088,0.687553373962888,False
2234424,2015-11-30 23:44,246234,"A2Z",467295,"Ihtishamali",0.892188353946503,0.891347542413051,False
2238134,2015-12-01 10:38,246234,"A2Z",467295,"Ihtishamali",0.892180893765699,0.891336403754921,False
2238169,2015-12-01 10:48,246234,"A2Z",467295,"Ihtishamali",0.892129212661112,0.891265413574912,False
2238315,2015-12-01 11:33,244712,"ARGwankas",472508,"emrcak",0.901546629228058,0.902306284124651,False
2238368,2015-12-01 11:57,244712,"ARGwankas",472508,"emrcak",0.884717726410736,0.885902328098044,False
2238691,2015-12-01 13:30,240897,"DominikFischer",469157,"DominikFischer",0.943013451521956,0.941444064374656,False
2238968,2015-12-01 14:37,246648,"陈 日伟",227269,"陈 日伟",0.997439834850899,0.997792785180189,False
2239215,2015-12-01 15:38,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.996428805116359,0.996383342456011,False
2239225,2015-12-01 15:40,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.996428805116359,0.996383342456011,False
2239230,2015-12-01 15:42,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.996713631437557,0.996770097186037,False
2243880,2015-12-02 05:39,246234,"A2Z",467295,"Ihtishamali",0.891566192981953,0.890504187946224,False
2244533,2015-12-02 07:39,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.948705303558029,0.947993341879866,False
2245128,2015-12-02 09:38,244712,"ARGwankas",472508,"emrcak",0.901042278686809,0.901909663654654,False
2246100,2015-12-02 13:15,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.964066762986292,0.964312350393213,False
2246332,2015-12-02 14:23,244712,"ARGwankas",475220,"Tom Barker",0.894631142816925,0.896954366474848,False
2255027,2015-12-03 18:13,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.929883255769165,0.928687394623121,False
2272511,2015-12-06 15:20,244712,"ARGwankas",472508,"emrcak",0.90189086746281,0.902716113567669,False
2273954,2015-12-06 19:49,244712,"ARGwankas",472508,"emrcak",0.901920398679027,0.902731281958667,False
2288228,2015-12-08 19:16,244712,"ARGwankas",472508,"emrcak",0.901781237216655,0.902838766300161,False
2288544,2015-12-08 20:02,244712,"ARGwankas",472508,"emrcak",0.901012546718682,0.901727630646527,False
2291821,2015-12-09 06:23,231766,"nobody",48462,"naxeji",0.999509227080688,0.999515725995356,False
2292301,2015-12-09 08:26,231766,"nobody",48462,"naxeji",0.999680111176511,0.999689650000097,False
2295661,2015-12-09 20:41,251077,"RikuHoisko",483328,"RikuHoisko",0.890344587826966,0.886403103759841,False
2296211,2015-12-09 22:19,251077,"RikuHoisko",483328,"RikuHoisko",0.890126375895504,0.889226555065295,False
2299848,2015-12-10 11:11,251537,"Ape3000",484363,"Ape3000",0.531425053340906,0.530417156439462,False
2299910,2015-12-10 11:25,251537,"Ape3000",484363,"Ape3000",0.508651818633187,0.507581580530502,False
2300229,2015-12-10 12:38,251572,"Tommi",474431,"Tommi(TUT206024)",0.911119348456403,0.904438109881792,False
2300624,2015-12-10 14:06,246648,"陈 日伟",227269,"陈 日伟",0.998105969767759,0.998177973029565,False
2300817,2015-12-10 14:43,246648,"陈 日伟",227269,"陈 日伟",0.998105969767759,0.998177973029565,False
2301439,2015-12-10 16:52,251077,"RikuHoisko",483328,"RikuHoisko",0.848351607577625,0.843514616823349,False
2302455,2015-12-10 19:53,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.892222401289106,0.891377107446926,False
2302471,2015-12-10 19:56,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.892188343651008,0.891347583904524,False
2302483,2015-12-10 19:58,226340,"Competition Wizard Sample Submission Playground",44777,"Heikki Huttunen",0.896288058108637,0.895825300334633,False
2302649,2015-12-10 20:26,251739,"TutBigData",450437,"MarziehZare",0.944487690077006,0.945119300271607,False
2302928,2015-12-10 21:14,251739,"TutBigData",450437,"MarziehZare",0.944796168378194,0.945604316851451,False
2303821,2015-12-10 23:48,231926,"TUT_Newbie(256481,256311,256275)",449227,"faceless void",0.94772771474462,0.948202904058416,False
2304482,2015-12-11 02:05,251727,"HerwoodHeretics(218874, 218150)",482415,"Jerppa",0.642904670944893,0.654195978161029,False
2305916,2015-12-11 08:05,251077,"RikuHoisko",483328,"RikuHoisko",0.892222401289106,0.891377107446926,False
2306056,2015-12-11 08:46,251077,"RikuHoisko",483328,"RikuHoisko",0.892266143164917,0.891404538042839,False
2307068,2015-12-11 13:52,252004,"fschenk",484787,"fschenk",0.892188353946503,0.891347542413051,False
2307080,2015-12-11 13:54,252004,"fschenk",484787,"fschenk",0.444171201467594,0.437006316603795,False
2307207,2015-12-11 14:24,251945,"Acce (205348)",453727,"Acce",0.754860756287249,0.744410823777979,False
2307557,2015-12-11 15:56,252004,"fschenk",484787,"fschenk",0.900315139519798,0.901193037166963,False
2307755,2015-12-11 16:38,251077,"RikuHoisko",483328,"RikuHoisko",0.698534347726992,0.69915956554983,False
2307783,2015-12-11 16:44,251077,"RikuHoisko",483328,"RikuHoisko",0.698045967531452,0.691294029077189,False
2307808,2015-12-11 16:50,252004,"fschenk",484787,"fschenk",0.899531251898175,0.900364747738403,False
2308414,2015-12-11 19:21,231766,"nobody",48462,"naxeji",0.999681339572012,0.999689227538292,False
2309279,2015-12-11 22:46,252159,"MadMalik",485417,"MadMalik",0.888119558344135,0.879597126892812,False
2309378,2015-12-11 23:09,252159,"MadMalik",485417,"MadMalik",0.888119584629356,0.879597139717705,False
2309461,2015-12-11 23:28,252159,"MadMalik",485417,"MadMalik",0.888110644153123,0.879575128451773,False
2309581,2015-12-11 23:56,251727,"HerwoodHeretics(218874, 218150)",482415,"Jerppa",0.892222028367419,0.891373466480388,False
